PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
83,2/2/2022,05:56.3,4,3,"Siegel, Josiah",8900114,Left,GIT_YEL,"Hare, Tyler",1000066701,Left,GIT_YJF,Undefined,2,Bottom,0,1,1,Curveball,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,70.50873,1.46642,0.424476,1874.154946,291.876028,3:45,5.88328,-1.46901,4.85554,-62.97665,-3.50181,14.11847,2.02362,0.10933,63.9965,-9.914459,2.914767,0.555058,88.94831,30.524574,-5.553788,4211.401633,108.36685,59.31706,-18.8843,299.13957,,-19.569687,4.915554,-6.84315,-1.65224,1.41429,50,5.97428,-1.28805,-102.10272,0.55016,-7.08286,19.87132,-33.88416,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,e9a42aa0-846b-11ec-adab-7968ab2d66aa,67.90726,76.2722,,6.51223,,,,1.78423,1.98927,-0.06704,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,05:56.3,2022-02-02T16:05:56.2850354-05:00,2022-02-02T21:05:56.2850354Z,FlyBall,v3,,,,,,Undefined,GIT_YEL,46f5ef12-6ce9-4ee5-81b8-61f028ac945c,55.64323,-103.19516,9.93566,5.89282,2.41298,-16.94208,1.4744,-0.89866,-3.54143,150.695128,1.78431,111.85233,-24.43768,5.71009,-1.28637,0.27791,-0.05069,0.00604,-0.00031,1.99096,66.21697,-15.82473,0.20196,0.35543,-0.19089,0.0515,-0.00688,0.00036,-0.06668,-10.88208,-5.7505,1.88214,-0.4691,0.08682,-0.01123,0.00093,-4.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
84,2/2/2022,06:35.1,5,1,"Siegel, Josiah",8900114,Left,GIT_YEL,"Hall, Colin",1000025152,Left,GIT_YJF,Undefined,2,Bottom,1,0,0,Curveball,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,72.35858,1.150879,1.562594,1871.591255,307.072203,4:15,5.82484,-1.31267,4.75559,-58.55905,-2.17957,5.48292,2.03686,0.62642,65.94623,-9.404429,2.527245,0.540421,76.1396,49.063264,-19.152767,,97.05686,94.23198,-51.76828,209.64997,,-34.358397,4.962324,-2.21374,-0.92819,1.15063,50,5.88871,-3.07122,-104.79332,0.11711,-2.42966,19.85817,-33.19279,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,00b614b0-846c-11ec-adab-7968ab2d66aa,69.74647,95.38194,,6.41235,,,,1.62204,1.87802,-0.56528,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,06:35.1,2022-02-02T16:06:35.0775346-05:00,2022-02-02T21:06:35.0775346Z,FlyBall,v3,,,,,,Undefined,GIT_YEL,eeaa3ae3-0774-4346-8914-bbd7236ec869,55.74305,-105.87603,9.92908,5.833,1.92684,-16.59639,1.31447,-2.93875,-1.21483,155.986709,1.62553,69.05015,-17.8178,4.40918,-0.79163,0.12199,-0.01954,0.00257,-0.00015,1.87907,84.32877,-22.13159,1.59707,0.10259,-0.18474,0.05752,-0.00794,0.00042,-0.56461,-24.02072,-0.72016,0.38212,-0.07401,0.00154,0.00257,-0.00048,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
85,2/2/2022,10:11.2,1,1,"Hill, Camron",1000091456,Left,GIT_YJF,"Prince, Brandon",1000050756,Right,GIT_YEL,Undefined,3,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,"Wild pitch runner advances
",82.26003,-2.840009,4.845112,2117.778734,186.810883,12:15,6.25613,-2.42568,6.63935,-21.37017,19.10737,2.12638,1.864,2.19747,75.45682,-6.899155,5.229562,0.457908,,,,,,,,,,,,0.24988,11.21922,2.09729,50,6.05427,-10.16677,-119.01116,-6.42387,0.35842,22.82871,-16.08245,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,818cde70-846c-11ec-adab-7968ab2d66aa,82.31442,,,6.8032,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,10:11.2,2022-02-02T16:10:11.1826994-05:00,2022-02-02T21:10:11.1826994Z,,v3,,,,,,Undefined,GIT_YJF,867c1d72-f82d-42e4-8a44-7aef44af4959,53.85395,-119.74814,11.41435,6.25327,-5.90468,-8.04122,2.4257,-10.17834,0.17921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,2/2/2022,10:37.2,1,2,"Hill, Camron",1000091456,Left,GIT_YJF,"Prince, Brandon",1000050756,Right,GIT_YEL,Undefined,3,Top,0,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.0669,-2.347567,3.90222,1602.303163,133.100832,10:30,5.9687,-2.82129,6.3862,-35.40667,12.358,-11.4989,0.85252,-0.18453,69.78255,-8.956812,1.822228,0.497422,,,,,,,,,,,,7.13599,7.61666,2.54527,50,5.78313,-7.13366,-110.2298,-5.45899,8.7432,20.3594,-22.8419,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,90feb9f0-846c-11ec-adab-7968ab2d66aa,75.77561,,,6.28435,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,10:37.2,2022-02-02T16:10:37.2207666-05:00,2022-02-02T21:10:37.2207666Z,,v3,,,,,,Undefined,GIT_YJF,5cc4c44f-5bfd-43fc-a8ee-57f0a274aaa0,54.11134,-110.98657,10.1797,5.97027,-4.60995,-11.42095,2.81647,-7.45865,4.3716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,2/2/2022,10:58.1,1,3,"Hill, Camron",1000091456,Left,GIT_YJF,"Prince, Brandon",1000050756,Right,GIT_YEL,Undefined,3,Top,0,1,1,Fastball,Changeup,InPlay,Undefined,Popup,Out,1,0,,81.40771,-3.292418,3.745564,2118.986648,156.542414,11:15,6.41081,-2.43628,6.33643,-24.32005,17.62221,-7.01949,1.34293,0.43228,74.28763,-7.885443,2.478261,0.46612,65.92618,50.210031,-26.936389,,100.72346,78.58336,-44.21269,173.04141,,-23.258226,4.687044,4.7874,10.59961,2.16654,50,6.15888,-7.46375,-117.85488,-7.42991,6.68674,23.84886,-17.36923,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,9d761a20-846c-11ec-adab-7968ab2d66aa,80.8643,80.47081,,7.12008,,,,2.31492,1.51097,-0.39323,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,10:58.1,2022-02-02T16:10:58.1406258-05:00,2022-02-02T21:10:58.1406258Z,Popup,v3,,,,,,Undefined,GIT_YJF,787618e9-40b7-4705-877f-762223ba3d73,54.16097,-118.69389,11.92443,6.40952,-6.81884,-8.68462,2.43325,-7.699,3.34337,188.987681,2.31673,55.11831,-12.27112,3.07891,-0.29401,-0.11073,0.04842,-0.00731,0.0004,1.50748,74.3743,-20.02346,1.74076,-0.4765,0.13374,-0.02041,0.00105,1.00E-05,-0.39402,-28.00897,8.33606,-2.36571,0.34882,0.02416,-0.02258,0.00387,-0.00022,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
88,2/2/2022,11:47.6,2,1,"Hill, Camron",1000091456,Left,GIT_YJF,"Frye, Bradley",1000077438,Right,GIT_YEL,Undefined,3,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,69.07923,-0.532737,1.665135,2296.744642,333.676972,5:00,6.33406,-2.46639,5.80324,-73.62772,-14.41894,8.07622,-0.29726,-0.24433,64.17805,-13.846411,3.121514,0.553815,,,,,,,,,,,,-3.66154,-6.85067,2.32464,50,6.24568,-3.17391,-100.37155,-3.02761,-3.68995,18.08711,-39.07784,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,bafd2750-846c-11ec-adab-7968ab2d66aa,68.05966,,,4.90118,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,11:47.6,2022-02-02T16:11:47.6196914-05:00,2022-02-02T21:11:47.6196914Z,,v3,,,,,,Undefined,GIT_YJF,cc885c2f-13a0-48d4-b9a7-d06d923f92ef,54.7008,-101.2151,9.04356,6.34438,-1.2051,-19.53892,2.46865,-3.00181,-1.84498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
89,2/2/2022,12:14.7,2,2,"Hill, Camron",1000091456,Left,GIT_YJF,"Frye, Bradley",1000077438,Right,GIT_YEL,Undefined,3,Top,1,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.61732,-2.516586,4.588194,2117.553817,190.424569,12:15,6.36239,-2.65182,6.43623,-17.53611,22.47375,3.865,2.57945,1.89572,75.51129,-5.911199,5.284348,0.455255,,,,,,,,,,,,-0.50787,12.9465,2.32371,50,6.17458,-9.84768,-120.87351,-5.70959,-0.73942,27.05417,-13.3247,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,cb290400-846c-11ec-adab-7968ab2d66aa,82.79409,,,8.10604,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,12:14.7,2022-02-02T16:12:14.7007538-05:00,2022-02-02T21:12:14.7007538Z,,v3,,,,,,Undefined,GIT_YJF,471b9bc8-5636-41d8-bd02-a1279978290f,54.05721,-121.77821,13.52708,6.35807,-5.26401,-6.66235,2.65261,-9.82296,-0.36971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
90,2/2/2022,12:57.9,2,3,"Hill, Camron",1000091456,Left,GIT_YJF,"Frye, Bradley",1000077438,Right,GIT_YEL,Undefined,3,Top,1,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,83.69593,-1.807473,3.885985,2156.827987,185.284783,12:15,6.27085,-2.59615,6.44349,-18.89466,20.56934,1.77945,3.03113,1.12824,76.16678,-5.436726,4.207236,0.452139,,,,,,,,,,,,0.23441,11.71985,2.31941,50,6.13372,-8.30415,-121.30355,-4.29076,0.34655,25.46917,-14.84867,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,e4eacbd0-846c-11ec-adab-7968ab2d66aa,83.36472,,,7.52915,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,12:57.9,2022-02-02T16:12:57.8889266-05:00,2022-02-02T21:12:57.8889266Z,,v3,,,,,,Undefined,GIT_YJF,b236b318-59b9-4eff-92b5-667c5e6eb1a3,54.05407,-122.15179,12.73458,6.26839,-3.79624,-7.42433,2.59616,-8.31569,0.17327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
91,2/2/2022,13:33.2,2,4,"Hill, Camron",1000091456,Left,GIT_YJF,"Jenkins, Andrew",1000050758,Right,GIT_YEL,Undefined,3,Top,1,0,0,ChangeUp,Changeup,InPlay,Undefined,Popup,Out,1,0,,78.49428,-1.390585,3.40897,1690.057006,138.382852,10:30,5.86965,-2.96365,6.3399,-32.12325,12.76883,-10.00902,1.90995,-0.65554,71.71957,-7.418669,1.599997,0.482232,80.57514,62.581801,13.608014,,,,,,,,,6.23807,7.50528,2.72008,50,5.75318,-6.43614,-113.85627,-3.63427,8.14217,22.00826,-22.37784,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,f9e98d50-846c-11ec-adab-7968ab2d66aa,78.16243,126.94829,,6.77471,,,,1.72748,1.9898,0.63814,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,13:33.2,2022-02-02T16:13:33.2133938-05:00,2022-02-02T21:13:33.2133938Z,,v3,,,,,,Undefined,GIT_YJF,bf4867cd-c6cc-4899-97e8-3b0c2e509dbe,54.158,-114.65719,11.00413,5.87061,-2.8199,-11.18892,2.95969,-6.73244,4.07109,193.616006,1.72748,52.89072,-19.75935,6.46078,-1.69051,0.41059,-0.08844,0.01347,-0.00099,1.9898,104.90194,-24.43575,2.08393,-0.10638,-0.05815,0.02324,-0.00503,0.00057,0.63814,12.80342,2.68762,-1.28225,0.40921,-0.1116,0.02551,-0.00407,0.00031,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
92,2/2/2022,14:27.5,3,1,"Hill, Camron",1000091456,Left,GIT_YJF,"Lovett, Jett",1000087862,Left,GIT_YEL,Undefined,3,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,69.98454,-0.90763,3.437784,2205.387622,321.85489,4:45,6.12692,-2.69193,5.78676,-58.50972,-1.00697,2.20358,0.40514,0.69374,64.94539,-11.540314,3.832733,0.545777,,,,,,,,,,,,-0.14969,0.18783,2.40704,50,6.01641,-6.16956,-101.51751,-3.26563,-0.1557,17.11185,-31.97865,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,1a52d2e0-846d-11ec-adab-7968ab2d66aa,69.06192,,,5.03915,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,14:27.5,2022-02-02T16:14:27.5253298-05:00,2022-02-02T21:14:27.5253298Z,,v3,,,,,,Undefined,GIT_YJF,18b35876-2e8d-47b5-bac1-ef83745f68e4,54.71399,-102.30902,8.55592,6.13325,-1.78646,-15.98932,2.69225,-6.16236,-0.07785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
93,2/2/2022,15:23.7,3,2,"Hill, Camron",1000091456,Left,GIT_YJF,"Lovett, Jett",1000087862,Left,GIT_YEL,Undefined,3,Top,2,1,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,83.16633,-2.76692,2.691543,2179.301657,176.857615,12:00,6.3073,-2.40272,6.38382,-20.25812,19.74871,-1.00917,2.06907,-0.00908,75.77866,-6.635055,2.509022,0.455238,92.23535,28.218309,-0.009957,3202.58745,109.79678,54.66975,-6.682,316.70977,,-11.734234,4.72431,1.3376,11.56312,2.20939,50,6.09841,-5.63271,-120.59312,-6.34133,1.95489,25.10558,-15.27483,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,3bc54b10-846d-11ec-adab-7968ab2d66aa,82.79723,72.58677,,7.38767,,,,2.51372,2.15789,0.0608,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,15:23.7,2022-02-02T16:15:23.6882482-05:00,2022-02-02T21:15:23.6882482Z,FlyBall,v3,,,,,,Undefined,GIT_YJF,ab9ed96f-49c3-4e9a-962c-07ee26b76ab6,54.11388,-121.44654,12.55279,6.30514,-5.82209,-7.63741,2.40199,-5.69916,0.97744,153.555494,2.51281,119.22059,-25.8106,6.44471,-1.53926,0.35389,-0.06523,0.00745,-0.00037,2.1594,63.93102,-15.10689,-0.09473,0.39537,-0.17409,0.0411,-0.00493,0.00023,0.06088,-0.02291,-7.26527,2.06168,-0.50241,0.10446,-0.01658,0.00169,-8.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
94,2/2/2022,16:41.6,4,1,"Hill, Camron",1000091456,Left,GIT_YJF,"Prince, Brandon",1000050756,Right,GIT_YEL,Undefined,3,Top,0,0,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,80.90033,-3.915246,3.269755,2011.372307,176.163172,11:45,6.25636,-2.61871,6.56851,-26.18104,15.72686,-0.96291,0.47418,0.30156,74.38496,-8.82904,3.094978,0.465928,,,,,,,,,,,,1.43969,9.80985,2.39414,50,5.97522,-6.66285,-117.19805,-8.70396,1.99793,22.60701,-18.5602,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,6a37b460-846d-11ec-adab-7968ab2d66aa,80.89748,,,6.51538,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,16:41.6,2022-02-02T16:16:41.6187954-05:00,2022-02-02T21:16:41.6187954Z,,v3,,,,,,Undefined,GIT_YJF,8afae0e9-eb6c-485a-95a9-6f4c393c14ad,53.92965,-117.95363,11.3035,6.25576,-8.08364,-9.2801,2.61795,-6.72962,0.99896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
95,2/2/2022,16:58.5,4,2,"Hill, Camron",1000091456,Left,GIT_YJF,"Prince, Brandon",1000050756,Right,GIT_YEL,Undefined,3,Top,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.77515,-2.83898,3.439877,2135.723734,171.133148,11:45,6.03424,-2.79039,6.59762,-24.74844,19.29379,-2.78618,1.36409,0.13268,72.30469,-7.53066,2.934362,0.477646,,,,,,,,,,,,2.43536,11.39367,2.55651,50,5.82949,-6.77226,-114.21809,-6.26182,3.21349,21.25952,-17.13985,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,74495f30-846d-11ec-adab-7968ab2d66aa,78.91292,,,6.47045,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,16:58.5,2022-02-02T16:16:58.5186354-05:00,2022-02-02T21:16:58.5186354Z,,v3,,,,,,Undefined,GIT_YJF,c09a1e65-0d04-49e1-8c44-b260de56860d,53.89955,-114.94162,10.62976,6.03268,-5.67849,-8.56992,2.78886,-6.88163,1.60675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
96,2/2/2022,17:30.4,4,3,"Hill, Camron",1000091456,Left,GIT_YJF,"Frye, Bradley",1000077438,Right,GIT_YEL,Undefined,3,Top,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.13922,-3.15677,4.643761,1583.005401,151.667891,11:00,5.89917,-3.01484,6.56834,-32.55376,13.33568,-6.42615,0.28018,0.71577,71.39873,-9.221945,3.479928,0.48756,,,,,,,,,,,,4.64925,8.28745,2.69764,50,5.66734,-8.87141,-111.7299,-7.00906,5.90115,19.35866,-21.65506,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,87543ff0-846d-11ec-adab-7968ab2d66aa,77.30838,,,5.74049,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,17:30.4,2022-02-02T16:17:30.4082482-05:00,2022-02-02T21:17:30.4082482Z,,v3,,,,,,Undefined,GIT_YJF,fa213f9b-b3c7-4515-9c2b-cf867d9cf0d5,53.93121,-112.40896,9.67933,5.89988,-6.24944,-10.82753,3.01247,-9.07841,2.95057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
97,2/2/2022,17:57.3,4,4,"Hill, Camron",1000091456,Left,GIT_YJF,"Frye, Bradley",1000077438,Right,GIT_YEL,Undefined,3,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,81.47805,-1.700966,3.710428,2158.673424,166.941754,11:30,6.06662,-2.78598,6.43709,-23.5271,17.98745,-3.85244,2.53917,0.30748,74.37177,-6.172455,3.014155,0.463737,88.31928,38.324685,-22.352466,4837.980624,100.55782,82.41571,-44.58742,286.34759,,-28.439554,5.396428,3.11181,10.32737,2.5238,50,5.93481,-7.52678,-118.14989,-4.1131,4.37713,23.53804,-17.6473,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,9761e640-846d-11ec-adab-7968ab2d66aa,81.2798,100.09815,,7.10628,,,,2.48043,2.54441,-0.16134,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,17:57.3,2022-02-02T16:17:57.3130290-05:00,2022-02-02T21:17:57.3130290Z,FlyBall,v3,,,,,,Undefined,GIT_YJF,6a0f7b17-fc4f-41d3-8011-a58fedc271fe,54.06084,-118.95615,11.76902,6.06534,-3.50862,-8.82365,2.78419,-7.67671,2.18857,172.852041,2.48578,93.87306,-25.30554,6.67384,-1.11541,0.06879,0.01262,-0.00262,0.00014,2.53855,80.43419,-18.08756,0.48914,0.11131,-0.04927,0.01412,-0.0022,0.00012,-0.16259,-38.6193,7.9155,-2.38248,0.4878,-0.06044,0.00253,0.00025,-2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
98,2/2/2022,18:44.0,5,1,"Hill, Camron",1000091456,Left,GIT_YJF,"Jenkins, Andrew",1000050758,Right,GIT_YEL,Undefined,3,Top,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,68.76343,1.181836,2.017006,2149.468924,317.615463,4:30,6.07167,-2.83458,5.75688,-68.18405,-7.75087,9.0367,1.49059,-0.20326,62.77573,-11.279317,3.63775,0.559512,,,,,,,,,,,,-3.92118,-3.69937,2.66179,50,6.12866,-3.81433,-99.71432,0.10062,-3.86976,18.99563,-35.82491,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,b3274640-846d-11ec-adab-7968ab2d66aa,67.36668,,,5.98769,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,18:44.0,2022-02-02T16:18:44.0263218-05:00,2022-02-02T21:18:44.0263218Z,,v3,,,,,,Undefined,GIT_YJF,ee79d86e-949c-47b3-9afc-6cc99fb75cd2,54.74269,-100.61375,9.49782,6.08373,1.7969,-17.91246,2.83806,-3.6311,-1.93488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
99,2/2/2022,19:04.6,5,2,"Hill, Camron",1000091456,Left,GIT_YJF,"Jenkins, Andrew",1000050758,Right,GIT_YEL,Undefined,3,Top,1,0,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,83.8277,-1.89684,2.53273,2285.821139,157.272092,11:15,6.30716,-2.82404,6.63779,-19.01328,20.47115,-7.93977,2.98392,-1.16557,75.19423,-5.604314,1.089194,0.452256,98.18082,26.265951,14.229072,3484.741399,104.26137,50.39275,35.06393,333.7948,,25.6699,4.694128,5.03319,11.84666,2.65574,50,6.17087,-5.08268,-121.51375,-4.44688,7.35954,28.70686,-14.85176,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,bf6bfdb0-846d-11ec-adab-7968ab2d66aa,83.34315,67.77188,,8.63346,,,,0.77903,2.77189,1.13529,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,19:04.6,2022-02-02T16:19:04.5991474-05:00,2022-02-02T21:19:04.5991474Z,FlyBall,v3,,,,,,Undefined,GIT_YJF,cfb71639-6b57-4413-9722-2fb46861fdac,53.85678,-122.4215,14.35343,6.30406,-3.97725,-7.42588,2.82014,-5.3154,3.67977,219.967147,0.78109,125.12503,-28.15693,6.71946,-1.35373,0.21176,-0.03046,0.00382,-0.00023,2.77017,63.75902,-17.3086,0.80937,0.03398,-0.04449,0.018,-0.00313,0.00019,1.13514,31.7466,3.9513,-2.96672,1.00703,-0.22442,0.03156,-0.00219,4.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
